hotel,count,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,0,479,2017,August,32,9,0,3,2,0.0,0,BB,AUS,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1,Check-Out,2017/8/12
City Hotel,1,1,15,2016,June,26,23,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.0,0,1,Canceled,2016/6/12
City Hotel,1,0,21,2016,November,49,30,0,2,2,0.0,0,BB,POL,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,81.0,0,0,Check-Out,2016/12/2
City Hotel,1,0,212,2016,November,47,18,2,5,2,0.0,0,BB,IRL,Groups,Corporate,0,0,0,A,F,2,No Deposit,,233.0,0,Transient-Party,165.0,0,0,Check-Out,2016/11/25
City Hotel,1,1,9,2016,April,15,8,0,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.0,0,0,Canceled,2016/3/31
City Hotel,1,1,99,2017,April,16,21,1,2,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,172.8,0,0,Canceled,2017/3/10
City Hotel,1,1,276,2015,July,30,20,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015/7/2
City Hotel,1,1,448,2017,June,24,17,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,90.0,0,0,Canceled,2017/6/6
City Hotel,1,1,26,2016,June,24,8,0,1,2,0.0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,191.0,,0,Transient-Party,120.0,0,0,Canceled,2016/6/2
City Hotel,1,0,0,2016,December,53,28,0,1,2,2.0,0,BB,FRA,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,168.0,0,0,Check-Out,2016/12/29
City Hotel,1,0,4,2016,February,9,26,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,108.0,0,0,Check-Out,2016/2/29
City Hotel,1,0,5,2017,March,13,28,0,1,1,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,128.0,0,2,Check-Out,2017/3/29
City Hotel,1,1,236,2017,July,30,29,2,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,139.5,0,1,Canceled,2016/12/16
City Hotel,1,0,71,2017,May,20,20,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,162.0,0,0,Check-Out,2017/5/22
City Hotel,1,0,396,2017,June,26,25,2,0,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,122.4,0,1,Check-Out,2017/6/27
City Hotel,1,0,320,2016,August,34,18,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Check-Out,2016/8/20
City Hotel,1,0,193,2016,August,35,26,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,95.2,0,0,Check-Out,2016/8/30
City Hotel,1,1,44,2017,April,16,20,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,85.0,0,0,Canceled,2017/4/7
City Hotel,1,1,1,2017,May,19,13,0,1,2,0.0,0,BB,PRT,Complementary,Direct,1,4,11,D,D,0,No Deposit,,45.0,0,Transient-Party,0.0,0,3,Canceled,2017/5/12
City Hotel,1,0,86,2015,September,39,24,0,2,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,12.0,,0,Transient-Party,87.5,0,0,Check-Out,2015/9/26
City Hotel,1,0,49,2016,April,17,19,0,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.9,0,1,Check-Out,2016/4/20
City Hotel,1,1,260,2015,July,27,4,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015/6/16
City Hotel,1,0,143,2016,August,35,25,0,3,1,0.0,0,BB,CZE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,36.0,,0,Transient-Party,90.0,0,0,Check-Out,2016/8/28
City Hotel,1,1,246,2017,May,21,27,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12.0,,0,Transient-Party,100.0,0,0,Canceled,2017/1/25
City Hotel,1,1,11,2017,January,1,2,1,2,2,0.0,0,BB,IDN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.17,0,0,Canceled,2016/12/27
City Hotel,1,0,83,2016,July,31,25,1,2,2,1.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,117.1,1,0,Check-Out,2016/7/28
City Hotel,1,0,6,2016,January,2,7,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,89.0,0,0,Check-Out,2016/1/10
City Hotel,1,1,6,2016,April,16,16,1,1,3,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,152.0,0,0,Canceled,2016/4/10
City Hotel,1,0,19,2017,March,12,19,2,1,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.0,0,1,Check-Out,2017/3/22
City Hotel,1,0,19,2017,February,7,14,0,3,2,0.0,1,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,A,0,No Deposit,168.0,,0,Transient,90.0,0,2,Check-Out,2017/2/17
City Hotel,1,0,7,2016,February,8,15,1,4,3,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,115.0,0,1,Check-Out,2016/2/20
City Hotel,1,1,47,2016,April,18,25,1,4,2,1.0,0,BB,HRV,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,119.17,0,0,Canceled,2016/3/9
City Hotel,1,0,115,2017,June,24,14,0,1,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9.0,,0,Transient,198.0,0,1,Check-Out,2017/6/15
City Hotel,1,0,55,2015,September,37,6,2,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,75.0,0,0,Check-Out,2015/9/8
City Hotel,1,0,138,2016,September,38,11,2,1,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,80.75,0,0,Check-Out,2016/9/14
City Hotel,1,0,92,2017,May,20,17,0,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,164.7,0,0,Check-Out,2017/5/19
City Hotel,1,0,14,2015,September,37,9,0,3,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,13.0,,0,Contract,113.0,0,2,Check-Out,2015/9/12
City Hotel,1,0,192,2016,June,26,24,0,2,1,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,34.0,,0,Transient-Party,95.0,0,0,Check-Out,2016/6/26
City Hotel,1,0,298,2016,May,20,10,0,2,1,0.0,0,BB,NZL,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,12.0,,207,Transient-Party,76.0,0,0,Check-Out,2016/5/12
City Hotel,1,0,14,2016,September,38,13,0,1,1,0.0,0,BB,GBR,Online TA,GDS,0,0,0,E,E,0,No Deposit,195.0,,0,Transient,209.0,0,0,Check-Out,2016/9/14
City Hotel,1,1,26,2017,February,5,4,4,9,1,0.0,0,BB,AGO,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,92.85,0,1,Canceled,2017/1/13
City Hotel,1,0,104,2016,May,21,16,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2016/5/19
City Hotel,1,1,267,2016,March,14,31,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015/10/21
City Hotel,1,0,111,2016,July,27,2,0,1,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,146.7,0,0,Check-Out,2016/7/3
City Hotel,1,1,80,2016,September,38,16,0,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,149.4,0,2,Canceled,2016/8/27
City Hotel,1,0,234,2017,June,23,8,0,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,89.1,0,0,Check-Out,2017/6/11
City Hotel,1,0,12,2015,October,43,20,0,4,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Group,146.0,0,1,Check-Out,2015/10/24
City Hotel,1,0,55,2016,April,18,29,0,2,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,159.3,0,2,Check-Out,2016/5/1
City Hotel,1,0,15,2016,December,53,28,0,4,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,102.0,0,2,Check-Out,2017/1/1
City Hotel,1,1,418,2016,September,40,26,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,223,Transient-Party,75.0,0,0,Canceled,2016/8/2
City Hotel,1,0,168,2015,September,37,11,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,60.0,0,0,Check-Out,2015/9/13
City Hotel,1,0,36,2016,March,13,24,0,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,2,No Deposit,14.0,,0,Transient,125.1,1,0,Check-Out,2016/3/27
City Hotel,1,0,66,2017,May,20,17,1,4,2,0.0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,162.0,0,0,Check-Out,2017/5/22
City Hotel,1,0,1,2015,December,53,28,1,1,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,95.0,0,1,Check-Out,2015/12/30
City Hotel,1,0,19,2017,June,26,30,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,42.0,,0,Transient,128.0,0,0,Check-Out,2017/7/2
City Hotel,1,0,170,2017,July,28,15,0,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,116.1,0,0,Check-Out,2017/7/16
City Hotel,1,1,165,2015,August,32,8,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,86.0,0,0,Canceled,2015/7/9
City Hotel,1,0,5,2016,March,10,2,0,1,1,0.0,0,BB,FRA,Aviation,TA/TO,0,0,0,A,A,0,No Deposit,153.0,,0,Transient,91.0,0,0,Check-Out,2016/3/3
City Hotel,1,1,15,2017,January,4,26,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,79.0,0,1,Canceled,2017/1/12
City Hotel,1,0,13,2015,December,50,8,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,97.0,0,1,Check-Out,2015/12/9
City Hotel,1,0,45,2016,September,38,11,2,2,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,162.79,0,2,Check-Out,2016/9/15
City Hotel,1,0,39,2017,January,4,24,0,2,1,0.0,0,BB,ITA,Online TA,GDS,0,0,0,A,A,0,No Deposit,195.0,,0,Transient,87.5,0,1,Check-Out,2017/1/26
City Hotel,1,1,49,2016,August,34,20,2,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,168.3,0,1,Canceled,2016/8/8
City Hotel,1,1,99,2016,February,8,19,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,No Deposit,,67.0,0,Transient-Party,80.0,0,0,Canceled,2015/12/22
City Hotel,1,0,16,2016,May,23,29,1,0,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,111.0,0,1,Check-Out,2016/5/30
City Hotel,1,0,32,2016,July,30,18,1,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,39.0,,0,Transient-Party,105.0,0,1,Check-Out,2016/7/20
City Hotel,1,0,99,2017,April,15,15,2,4,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,2,No Deposit,205.0,,0,Transient-Party,113.0,0,0,Check-Out,2017/4/21
City Hotel,1,0,54,2016,October,41,6,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,2,No Deposit,9.0,,0,Transient,190.8,0,3,Check-Out,2016/10/8
City Hotel,1,0,3,2017,February,7,12,1,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,103.0,,0,Transient-Party,80.0,0,0,Check-Out,2017/2/13
City Hotel,1,1,71,2016,June,25,14,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,,0,Transient,120.0,0,0,Canceled,2016/4/27
City Hotel,1,0,149,2016,August,35,27,2,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,80.75,0,0,Check-Out,2016/9/1
City Hotel,1,0,121,2017,August,33,16,0,4,1,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,125.0,0,1,Check-Out,2017/8/20
City Hotel,1,1,33,2016,January,5,25,1,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,38.0,,15,Transient-Party,62.0,0,0,Canceled,2016/1/21
City Hotel,1,0,98,2015,November,48,23,1,2,1,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,70.0,0,0,Check-Out,2015/11/26
City Hotel,1,0,53,2017,February,8,19,2,4,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,89.54,0,1,Check-Out,2017/2/25
City Hotel,1,0,20,2016,March,12,19,2,3,2,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,B,2,No Deposit,9.0,,0,Transient-Party,128.2,0,1,Check-Out,2016/3/24
City Hotel,1,0,121,2017,July,30,29,2,5,1,0.0,0,BB,NOR,Direct,Direct,0,0,0,D,D,1,No Deposit,14.0,,0,Transient-Party,135.0,0,0,Check-Out,2017/8/5
City Hotel,1,1,68,2017,April,16,18,0,4,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,135.0,0,0,Canceled,2017/3/4
City Hotel,1,1,237,2017,April,16,22,2,2,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,145.8,0,0,Canceled,2016/10/26
City Hotel,1,1,240,2016,October,43,21,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,110.0,0,0,Canceled,2016/3/15
City Hotel,1,0,71,2016,April,17,18,1,1,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,168.3,0,2,Check-Out,2016/4/20
City Hotel,1,1,329,2015,September,37,11,2,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,5.0,,0,Transient,90.0,0,0,Canceled,2015/2/20
City Hotel,1,0,4,2017,March,11,16,0,1,2,0.0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,98.0,0,1,Check-Out,2017/3/17
City Hotel,1,0,207,2016,December,53,30,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,104.0,,0,Transient,95.0,0,0,Check-Out,2017/1/2
City Hotel,1,1,89,2016,May,19,7,1,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.9,0,0,Canceled,2016/4/29
City Hotel,1,0,122,2016,April,16,15,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,151.0,,56,Transient-Party,85.0,0,0,Check-Out,2016/4/17
City Hotel,1,0,18,2016,May,23,29,2,1,1,0.0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,112.33,0,1,Check-Out,2016/6/1
City Hotel,1,1,152,2015,July,29,14,2,8,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,,0,Transient-Party,76.5,0,1,Canceled,2015/5/22
City Hotel,1,0,179,2016,September,39,24,2,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,121.5,0,2,Check-Out,2016/9/27
City Hotel,1,0,263,2017,June,25,23,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,105.0,0,1,Check-Out,2017/6/27
City Hotel,1,1,243,2017,May,21,24,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,138.77,0,2,Canceled,2017/4/22
City Hotel,1,0,263,2017,June,25,23,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,105.0,0,1,Check-Out,2017/6/27
City Hotel,1,0,26,2017,April,17,27,0,3,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,115.0,0,2,Check-Out,2017/4/30
City Hotel,1,0,19,2016,February,8,18,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7.0,,0,Transient,82.83,0,0,Check-Out,2016/2/21
City Hotel,1,0,4,2016,January,3,16,1,1,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,59.75,0,1,Check-Out,2016/1/18
City Hotel,1,0,150,2017,March,11,15,1,4,2,0.0,0,BB,HUN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.4,0,2,Check-Out,2017/3/20
City Hotel,1,0,35,2016,April,15,4,1,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,85.5,0,0,Check-Out,2016/4/8
City Hotel,1,1,281,2016,April,16,14,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015/10/21
City Hotel,1,1,57,2016,June,24,8,0,3,2,0.0,0,BB,ARG,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.9,0,0,Canceled,2016/4/30
City Hotel,1,0,271,2016,September,39,23,0,2,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient-Party,95.4,0,0,Check-Out,2016/9/25
City Hotel,1,0,4,2016,August,32,2,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,121.0,0,1,Check-Out,2016/8/3
City Hotel,1,1,37,2016,March,13,24,0,3,1,0.0,0,BB,LBN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,112.2,0,0,Canceled,2016/2/16
City Hotel,1,0,91,2016,September,40,30,1,2,2,0.0,0,BB,SEN,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,3.0,,0,Transient-Party,80.0,0,0,Check-Out,2016/10/3
City Hotel,1,0,39,2015,December,53,27,2,2,2,1.0,0,BB,BRA,Online TA,TA/TO,0,0,0,B,B,2,No Deposit,9.0,,0,Contract,99.86,0,1,Check-Out,2015/12/31
City Hotel,1,1,59,2017,February,6,7,0,2,2,1.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,102.06,0,2,Canceled,2017/1/12
City Hotel,1,1,112,2016,March,14,30,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,64.0,0,0,Canceled,2016/1/11
City Hotel,1,1,258,2015,July,27,2,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.8,0,0,Canceled,2014/10/17
City Hotel,1,1,67,2017,February,7,12,2,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,80.0,0,0,Canceled,2016/12/7
City Hotel,1,1,69,2016,June,25,12,2,4,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,,0,Transient,120.0,0,0,Canceled,2016/4/27
City Hotel,1,1,28,2017,March,9,2,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,95.0,0,0,Canceled,2017/2/2
City Hotel,1,1,177,2017,July,29,17,1,3,3,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,179.1,0,2,Canceled,2017/5/19
City Hotel,1,0,20,2016,August,32,6,0,1,2,2.0,0,BB,NLD,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,231.0,0,1,Check-Out,2016/8/7
City Hotel,1,0,78,2016,September,37,5,2,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9.0,,0,Transient,149.4,0,3,Check-Out,2016/9/12
City Hotel,1,1,98,2015,November,48,23,1,2,1,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,84.0,0,0,Canceled,2015/9/14
City Hotel,1,0,34,2017,February,7,16,2,6,2,0.0,0,BB,IND,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,68.07,0,1,Check-Out,2017/2/24
City Hotel,1,0,40,2016,August,34,19,0,2,3,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,228.6,1,2,Check-Out,2016/8/21
City Hotel,1,1,325,2015,September,37,7,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2015/1/1
City Hotel,1,0,10,2017,May,19,13,1,1,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.0,0,2,Check-Out,2017/5/15
City Hotel,1,1,296,2017,July,30,28,2,3,2,1.0,0,BB,DOM,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,183.08,0,0,Canceled,2017/4/30
City Hotel,1,1,315,2017,July,27,5,2,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,103.5,0,1,Canceled,2016/12/27
City Hotel,1,1,12,2015,July,29,18,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015/7/18
City Hotel,1,0,47,2015,November,45,5,0,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient,105.5,0,2,Check-Out,2015/11/7
City Hotel,1,0,8,2016,November,45,5,0,1,2,0.0,0,BB,CHN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,359.0,,0,Transient-Party,130.0,0,0,Check-Out,2016/11/6
City Hotel,1,1,79,2016,April,15,3,2,4,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,95.2,0,0,Canceled,2016/1/16
City Hotel,1,1,101,2016,April,17,18,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,7.0,,0,Transient,70.03,0,0,No-Show,2016/4/18
City Hotel,1,0,2,2016,January,2,6,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,1,0,3,A,A,0,No Deposit,,40.0,0,Transient,75.0,0,0,Check-Out,2016/1/7
City Hotel,1,1,264,2017,July,29,20,0,2,2,0.0,0,SC,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.1,0,0,Canceled,2016/10/29
City Hotel,1,0,76,2016,July,29,16,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,A,0,No Deposit,14.0,,0,Transient,108.8,0,1,Check-Out,2016/7/17
City Hotel,1,0,0,2017,March,10,7,0,0,0,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,0,A,K,1,No Deposit,22.0,,0,Transient,0.0,0,0,Check-Out,2017/3/7
City Hotel,1,0,22,2017,August,32,6,2,2,3,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,293.75,0,2,Check-Out,2017/8/10
City Hotel,1,0,0,2016,January,4,21,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,81.0,0,0,Check-Out,2016/1/22
City Hotel,1,1,356,2015,October,41,8,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2015/1/1
City Hotel,1,1,12,2017,July,26,1,1,1,3,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,210.0,0,0,Canceled,2017/6/19
City Hotel,1,0,41,2015,November,48,23,1,4,1,0.0,0,BB,AGO,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Contract,110.31,0,0,Check-Out,2015/11/28
City Hotel,1,0,172,2016,August,36,28,2,3,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,D,2,No Deposit,14.0,,0,Transient-Party,98.6,0,0,Check-Out,2016/9/2
